label,red_mean,red_min,red_max,green_mean,green_min,green_max,blue_mean,blue_min,blue_max
desert,187.325,164,206,181.623,158,205,169.659,145,197
desert,193.709,142,231,168.484,133,205,131.962,75,202
desert,205.542,171,254,160.665,129,205,100.793,71,138
desert,205.131,152,254,160.749,116,205,101.588,58,140
desert,206.089,167,255,161.577,131,205,102.381,73,141
desert,205.416,130,254,161.658,92,205,102.873,43,144
desert,206.803,185,255,162.258,143,205,102.924,85,137
desert,207.893,171,251,165.947,126,205,108.275,67,145
desert,166.24,90,218,135.734,48,206,131.713,49,197
desert,204.168,122,248,163.433,85,206,108.931,30,153
desert,207.707,160,255,163.361,121,206,105.136,64,147
desert,206.265,132,252,161.181,95,206,102.499,40,156
desert,165.335,93,225,132.176,58,206,129.813,52,202
desert,209.236,181,255,166.72,140,206,108.672,84,140
desert,209.575,167,255,163.612,124,206,104.32,69,144
desert,210.695,188,254,166.033,143,206,106.686,84,144
desert,173.193,81,216,141.183,43,206,135.872,24,209
desert,210.795,170,255,165.443,129,206,106.327,74,140
desert,205.292,93,251,162.968,66,206,105.391,21,148
desert,201.389,130,249,160.53,93,207,106.041,40,149
desert,208.032,182,255,162.712,139,207,102.829,80,141
desert,207.653,133,255,165.305,100,207,108.511,46,148
desert,169.457,90,213,133.492,46,207,127.199,35,211
desert,208.94,156,255,163.926,117,207,105.203,61,145
desert,210.649,186,255,166.279,144,207,106.84,86,145
desert,188.392,116,219,185.136,104,208,174.19,90,196
desert,205.968,180,255,161.33,137,208,101.66,79,146
desert,204.824,155,255,161.968,114,208,104.137,60,149
desert,201.833,113,251,161.521,81,208,107.425,29,155
desert,161.893,90,214,124.707,50,208,122.673,40,212
desert,205.672,163,255,161.963,123,208,104.287,68,147
desert,208.031,138,255,161.838,101,208,102.308,48,143
desert,208.011,152,255,163.025,115,208,104.494,56,149
desert,211.36,187,255,165.725,144,208,105.221,85,147
desert,163.346,78,228,138.455,39,208,138.148,32,207
desert,205.81,176,255,161.581,135,208,102.603,75,141
desert,177.41,120,255,139.291,82,208,119.401,76,148
desert,210.986,186,255,165.737,143,208,106.089,88,145
desert,176.424,18,227,163.458,36,208,163.626,50,215
desert,208.211,171,255,164.801,126,208,106.474,67,143
desert,183.695,129,235,180.692,119,209,170.366,107,201
desert,170.275,107,255,135.672,66,209,118.096,50,160
desert,168.925,93,231,137.398,48,209,133.869,36,208
desert,208.651,157,255,163.117,116,209,103.621,60,146
desert,180.539,100,235,162.057,74,209,158.022,59,209
desert,206.695,123,255,161.407,87,210,101.18,30,153
desert,210.322,186,255,164.883,142,210,104.191,83,143
desert,211.458,186,255,165.034,142,210,104.752,79,143
desert,166.332,65,222,132.375,21,210,128.965,10,212
desert,209.167,156,255,163.303,115,210,103.848,59,145
desert,210.799,173,255,167.063,134,210,107.92,76,148
desert,177.934,61,231,163.064,33,210,159.65,28,211
desert,203.494,120,255,162.643,89,210,106.767,37,152
desert,203.494,120,255,162.643,89,210,106.767,37,152
desert,208.012,158,252,165.442,118,210,107.4,66,152
desert,177.712,138,210,178.571,150,211,170.159,140,201
desert,180.789,143,225,179.797,144,211,170.12,129,205
desert,205.191,158,255,160.872,114,211,101.114,51,145
desert,210.804,167,255,164.216,125,211,102.969,67,144
desert,207.241,170,255,161.182,133,211,101.79,80,146
desert,207.167,176,255,162.206,134,211,102.112,73,141
desert,206.464,144,255,162.15,108,211,102.95,56,144
desert,176.476,109,225,163.265,92,211,161.566,86,219
desert,212.901,134,255,166.53,89,211,106.098,30,148
desert,212.901,134,255,166.53,89,211,106.098,30,148
desert,193.344,178,222,177.845,166,211,145.324,134,183
desert,205.938,148,255,161.235,103,212,101.838,44,144
desert,208.975,144,255,162.341,105,212,102.498,47,153
desert,207.922,145,255,162.762,105,212,103.81,46,151
desert,210.678,185,255,165.414,137,212,106.191,75,149
desert,210.852,168,255,164.535,128,212,104.812,72,144
desert,172.308,57,231,136.331,19,212,130.033,11,206
desert,205.817,146,255,162.958,106,212,105.85,50,149
desert,207.83,151,255,164.18,110,212,106.247,54,145
desert,209.693,138,255,165.886,96,213,107.251,36,156
desert,206.758,121,255,163.287,84,213,104.501,31,149
desert,211.578,189,255,167.017,146,213,107.485,89,151
desert,208.128,146,255,163.387,109,213,104.507,56,149
desert,205.815,106,255,163.501,73,213,106.634,24,156
desert,205.732,136,255,162.881,97,213,105.789,41,148
desert,192.391,156,229,185.163,163,214,172.828,151,195
desert,182.799,155,211,184.905,166,214,175.961,155,205
desert,180.612,144,216,186.014,146,214,178.271,135,206
desert,207.629,145,255,166.327,109,214,109.725,57,158
desert,166.217,74,234,138.938,31,214,136.404,15,207
desert,209.248,171,255,165.146,129,214,105.838,69,152
desert,207.197,162,255,164.271,124,214,106.085,75,151
desert,212.969,173,255,167.52,127,214,107.917,68,147
desert,179.937,57,236,157.081,34,214,151.188,22,200
desert,184.907,125,231,179.685,137,215,168.597,125,205
desert,207.267,174,255,162.2,129,215,102.483,70,147
desert,204.749,100,255,162.409,71,215,105.777,25,153
desert,208.353,158,255,163.972,120,215,105.676,66,152
desert,206.296,144,255,163.88,108,215,106.31,56,154
desert,175.486,53,234,144.075,28,215,137.117,16,211
desert,172.702,91,243,146.168,61,215,140.705,53,209
desert,212.41,178,255,166.729,132,215,106.748,66,155
desert,212.41,178,255,166.729,132,215,106.748,66,155
desert,190.8,129,232,182.278,134,216,169.726,118,201
desert,189.026,151,234,187.14,146,216,176.36,131,204
desert,204.128,132,255,162.738,93,216,106.518,36,157
desert,209.875,126,255,165.741,85,216,106.223,29,151
desert,209.54,129,255,166.048,92,216,108.05,40,155
desert,192.555,183,229,176.598,167,216,143.031,133,184
desert,182.973,115,231,179.669,114,217,170.149,107,208
desert,187.695,127,228,179.106,127,217,166.573,116,203
desert,182.122,83,238,181.463,65,217,173.05,53,207
desert,183.771,44,236,187.523,57,217,178.623,47,206
desert,203.74,116,255,163.201,88,217,107.328,41,155
desert,208.23,145,255,164.029,103,217,104.72,43,150
desert,164.044,102,218,137.244,71,217,135.002,61,220
desert,208.437,150,255,163.5,109,217,104.779,55,149
desert,163.052,91,227,145.746,72,217,145.983,68,218
desert,213.221,146,255,168.181,103,217,107.93,48,153
desert,204.735,152,255,161.328,113,218,103.055,59,150
desert,207.731,186,255,163.165,143,218,105.065,82,154
desert,210.023,128,255,166.256,89,218,107.582,30,155
desert,181.385,108,226,179.827,104,219,170.739,95,206
desert,190.609,117,241,182.946,104,219,170.816,87,205
desert,206.068,150,255,161.305,110,219,101.41,51,157
desert,183.229,129,218,178.412,132,220,167.218,123,215
desert,185.024,161,215,184.066,162,220,173.675,150,213
desert,182.458,64,223,187.21,74,220,179.086,65,206
desert,208.247,139,255,163.908,104,220,105.552,52,152
desert,181.042,95,255,142.762,59,220,121.572,39,220
desert,181.042,95,255,142.762,59,220,121.572,39,220
desert,150.123,90,250,116.1,63,221,92.674,46,207
desert,170.493,57,243,130.708,15,221,123.792,0,210
desert,207.366,111,255,163.692,71,221,105.796,15,155
desert,210.682,133,255,166.713,92,221,107.739,36,152
desert,166.314,116,244,137.298,63,222,133.409,59,201
desert,158.769,136,255,126.418,107,222,125.621,101,215
desert,210.608,173,255,163.868,130,222,103.125,66,152
desert,149.241,86,255,110.076,40,222,86.167,17,199
desert,165.276,115,214,138.964,94,222,136.108,83,223
desert,209.426,130,255,165.885,93,222,107.055,38,161
desert,193.553,183,237,177.961,167,222,145.021,136,197
desert,180.775,84,215,185.941,87,223,177.694,78,216
desert,209.773,142,255,167.022,105,223,109.418,50,158
desert,210.128,184,255,163.873,142,223,103.767,72,154
desert,211.283,156,255,165.852,114,223,106.464,54,153
desert,210.244,144,255,164.722,107,224,104.535,52,162
desert,168.078,25,231,150.191,16,225,135.087,9,226
desert,208.205,118,255,164.998,83,225,107.455,29,164
desert,179.01,18,230,161.389,11,226,149.163,5,224
desert,209.584,115,255,164.983,79,226,106.31,25,158
desert,164.384,73,238,126.043,25,226,122.423,11,225
desert,163.863,92,237,127.305,65,227,124.186,55,225
desert,205.996,102,255,163.625,71,227,106.829,27,166
desert,181.086,147,234,178.119,147,228,168.457,133,212
desert,211.2,151,255,165.476,105,228,105.572,43,154
desert,180.527,76,239,155.941,36,228,152.044,24,234
desert,175.169,90,239,149.385,53,228,145.153,44,226
desert,182.899,143,229,179.101,135,229,168.124,122,221
desert,182.753,140,232,180.824,151,229,170.905,138,220
desert,183.699,53,237,154.303,20,229,144.385,1,235
desert,166.899,51,240,142.602,19,229,139.966,10,231
desert,173.993,121,232,154.847,109,230,152.617,105,233
desert,194.444,182,236,179.001,170,230,146.205,136,198
desert,183.824,130,232,179.535,132,232,169.286,121,224
desert,168.795,76,223,148.374,40,233,145.726,24,232
desert,169.274,113,209,136.767,80,234,130.931,71,238
desert,185.249,86,233,186.409,111,236,176.926,107,224
desert,189.963,164,236,184.912,152,236,172.65,136,224
desert,186.626,84,238,181.373,71,236,171.039,62,223
desert,164.499,122,251,139.155,89,236,138.99,80,236
desert,183.855,56,241,179.789,42,237,169.971,31,228
desert,186.536,133,233,179.553,136,237,168.151,118,228
desert,186.536,133,233,179.553,136,237,168.151,118,228
desert,169.698,89,253,138.207,50,237,134.076,36,240
desert,177.635,63,235,158.052,41,237,153.481,27,240
desert,163.861,101,255,128.555,52,242,125.977,47,243
desert,170.382,64,241,140.485,32,242,135.533,21,246
desert,167.55,38,243,144.578,7,245,127.309,0,248
desert,164.697,70,251,125.12,18,246,121.558,5,248
desert,173.489,33,234,141.628,8,246,134.964,0,250
desert,178.508,61,239,151.655,27,248,144.669,15,247
desert,194.291,144,255,170.056,103,249,133.982,47,240
desert,163.784,81,250,137.11,48,249,135.67,33,251
desert,166.841,56,247,140.137,23,249,136.699,16,246
desert,147.935,48,255,121.27,17,250,104.184,0,234
desert,163.937,75,247,143.497,99,250,144.421,100,255
desert,171.214,69,243,148.257,44,254,144.2,39,255
desert,171.888,106,251,142.814,70,255,138.44,58,255
green_area,36.443,25,54,63.983,46,81,74.007,63,90
green_area,33.983,26,54,58.929,49,73,68.528,62,82
green_area,42.012,31,191,63.36,52,175,79.849,68,171
green_area,39.917,30,62,61.504,50,84,77.996,69,97
green_area,43.404,34,60,65.209,54,78,82.016,74,93
green_area,34.457,25,61,63.754,52,89,70.752,61,93
green_area,49.271,33,84,77.871,54,99,81.525,70,102
green_area,43.08,32,63,69.145,59,88,85.353,77,97
green_area,37.465,29,53,62.547,49,80,79.444,71,90
green_area,35.693,29,118,56.565,47,117,73.078,67,125
green_area,37.95,26,56,80.472,65,96,73.369,62,88
green_area,37.022,26,61,64.384,50,84,78.924,70,96
green_area,31.303,23,47,55.37,44,75,66.56,59,78
green_area,43.846,35,80,66.149,56,90,83.765,75,102
green_area,38.46,27,51,60.91,51,75,71.467,63,82
green_area,45.846,36,76,68.385,63,88,81.888,76,100
green_area,37.35,29,55,61.119,51,77,75.169,67,86
green_area,30.284,23,45,53.082,45,67,66.087,59,78
green_area,33.588,21,57,54.72,41,73,70.207,61,88
green_area,35.23,23,59,58.841,42,80,73.643,62,93
green_area,35.318,28,85,63.51,55,106,70.556,63,107
green_area,34.132,24,54,57.917,48,76,65.535,58,79
green_area,32.85,24,91,56.152,46,107,65.146,56,104
green_area,31.837,22,54,54.695,42,76,73.193,64,90
green_area,38.57,28,70,58.579,48,83,76.589,68,97
green_area,40.041,26,53,78.898,64,88,74.399,62,82
green_area,37.243,25,130,60.877,47,124,71.349,61,124
green_area,35.061,24,82,58.995,46,87,69.468,60,93
green_area,41.362,33,81,64.495,53,99,82.233,74,109
green_area,42.278,32,54,68.273,57,82,85.424,76,94
green_area,33.926,20,62,55.725,41,84,70.223,60,89
green_area,27.728,18,58,48.491,38,78,63.909,54,87
green_area,51.835,33,92,78.034,58,101,80.825,66,103
green_area,56.099,39,85,74.703,63,92,107.912,99,118
green_area,46.482,38,118,69.844,63,108,84.481,78,116
green_area,42.627,36,57,66.955,59,76,82.169,76,91
green_area,32.06,19,50,53.265,40,68,68.589,59,80
green_area,40.408,32,70,63.987,55,91,83.386,75,106
green_area,33.429,27,47,56.778,49,71,73.946,68,83
green_area,34.142,21,72,59.802,41,85,68.074,55,90
green_area,43.646,35,56,66.427,56,81,80.9,73,92
green_area,35.746,28,74,62.447,53,92,68.729,61,96
green_area,45.859,34,83,67.939,59,100,80.508,73,110
green_area,37.39,25,104,64.151,52,110,67.048,57,110
green_area,34.943,24,55,58.812,43,75,69.187,60,82
green_area,54.284,34,94,76.681,53,110,81.421,67,111
green_area,36.064,27,63,63.157,54,85,75.328,67,93
green_area,37.625,25,88,63.336,49,98,79.78,71,110
green_area,31.741,21,79,54.58,40,88,66.218,55,97
green_area,36.414,25,63,62.849,49,89,78.515,69,95
green_area,40.816,28,58,76.011,56,88,74.417,62,86
green_area,41.848,23,81,73.305,50,102,73.814,58,99
green_area,31.835,26,51,55.944,49,71,67.821,61,82
green_area,39.765,34,53,65.709,59,81,82.21,76,93
green_area,54.098,37,89,81.507,59,105,84.714,71,111
green_area,39.364,31,76,63.508,53,87,83.629,76,105
green_area,40.112,32,77,68.02,59,96,76.658,70,102
green_area,44.547,34,84,64.61,53,91,83.422,74,107
green_area,38.863,32,52,63.993,55,83,80.239,73,93
green_area,40.368,33,82,62.764,54,94,71.656,66,94
green_area,34.711,26,92,59.573,50,105,69.246,62,111
green_area,46.204,38,64,77.836,67,91,81.128,74,92
green_area,35.734,26,60,60.547,49,78,76.418,67,94
green_area,35.642,27,46,64.269,55,77,75.37,67,84
green_area,36.205,28,63,60.459,48,82,70.343,63,89
green_area,39.493,28,105,59.938,48,101,76.885,68,107
green_area,36.084,27,49,62.567,51,78,74.985,67,86
green_area,34.939,24,60,62.898,51,88,68.622,60,89
green_area,36.395,24,67,59.378,47,83,70.132,60,87
green_area,33.049,27,53,56.157,50,75,74.12,68,89
green_area,35.268,31,56,57.105,51,76,69.65,65,83
green_area,37.842,29,52,65.12,57,79,75.65,66,84
green_area,43.739,35,52,69.925,59,79,86.925,80,93
green_area,36.666,28,82,59.93,48,99,74.365,66,109
green_area,39.8,32,72,64.024,55,91,83.379,77,106
green_area,35.244,26,52,56.833,46,68,75.975,69,88
green_area,39.569,26,81,62.089,48,87,77.971,68,102
green_area,37.217,26,52,64.659,51,85,79.511,70,91
green_area,41.181,31,64,63.713,53,84,80.126,72,95
green_area,34.151,27,91,57.752,49,106,73.629,67,113
green_area,29.038,21,48,51.482,40,78,60.336,52,78
green_area,40.413,30,62,62.504,51,89,78.955,71,96
green_area,44.215,36,72,66.953,61,88,82.518,77,101
green_area,38.986,25,73,61.087,49,92,69.079,59,93
green_area,30.523,19,83,53.13,38,101,65.452,55,105
green_area,46.42,36,64,72.638,62,83,79.301,72,89
green_area,36.979,30,51,63.752,57,77,74.241,67,81
green_area,35,24,61,59.7,45,83,70.452,60,86
green_area,37.82,28,85,65.569,54,102,75.38,66,109
green_area,32.323,22,69,55.388,42,80,60.019,49,80
green_area,41.904,25,159,74.06,50,147,74.526,61,137
green_area,40.432,25,113,81.532,64,139,74.471,63,130
green_area,34.512,27,59,58.073,48,78,70.422,64,89
green_area,36.851,29,51,59.455,50,73,73.38,65,84
green_area,34.671,22,102,57.147,42,107,67.23,56,110
green_area,42.049,30,141,69.434,55,143,80.352,69,140
green_area,45.242,37,64,68.07,60,83,88.738,83,98
green_area,39.472,32,80,62.194,55,98,83.425,77,113
green_area,43.541,34,53,68.586,57,79,85.581,76,93
green_area,32.23,23,53,57.744,45,76,67.43,58,82
green_area,35.763,27,66,61.495,50,91,66.171,58,88
green_area,35.98,28,60,64.175,51,87,76.088,69,93
green_area,46.7,41,83,68.906,63,97,82.255,77,108
green_area,34.687,25,47,58.592,45,75,77.274,66,87
green_area,35.278,29,62,62.279,55,85,74.063,67,91
green_area,33.401,23,67,56.329,44,86,71.288,62,97
green_area,35.782,26,46,62.158,49,76,78.428,70,87
green_area,32.203,20,48,54.662,39,71,69.17,59,80
green_area,32.118,19,86,55.48,41,100,67.968,55,103
green_area,31.984,23,118,52.825,41,117,68.545,59,125
green_area,26.956,16,42,48.769,31,67,58.041,48,71
green_area,35.499,27,43,60.876,52,70,76.18,68,84
green_area,44.939,39,78,68.724,62,93,84.103,77,103
green_area,42.817,37,69,65.172,58,82,81.615,74,98
green_area,44.524,34,68,73.069,60,87,79.03,72,91
green_area,36.733,27,84,62.739,50,98,80.344,73,113
green_area,35.799,27,119,57.031,48,122,76.697,70,131
green_area,58.935,46,126,78.158,69,115,88.911,82,119
green_area,45.731,32,74,70.222,54,88,85.691,77,101
green_area,50.845,35,155,83.512,58,151,82.436,71,152
green_area,37.715,26,113,59.461,48,113,73.731,65,121
green_area,42.051,34,69,69.35,61,93,82.898,75,103
green_area,32.148,20,65,56.173,38,90,66.897,56,88
green_area,40.518,27,71,65.777,52,91,81.752,72,105
green_area,46.766,40,73,68.684,61,87,82.02,75,100
green_area,40.814,31,57,77.007,55,87,76.058,66,84
green_area,45.567,35,90,68.962,57,104,85.762,78,115
green_area,38.022,31,111,61.709,53,101,73.78,67,103
green_area,36.292,26,69,66.885,55,97,71.677,63,100
green_area,34.992,26,51,59.036,49,75,71.334,64,86
green_area,32.676,25,47,59.104,50,74,68.97,62,80
green_area,40.494,28,48,66.134,53,77,82.773,73,89
green_area,35.272,23,61,57.855,43,80,73.793,65,94
green_area,36.497,27,50,62.637,51,78,75.527,67,85
green_area,46.189,30,122,73.577,52,120,75.11,61,121
green_area,40.669,32,54,64.754,55,80,83.738,77,95
green_area,30.235,20,73,53.533,41,89,64.179,56,96
green_area,39.808,30,89,61.531,50,93,78.522,69,104
green_area,35.044,29,49,58.719,51,77,76.018,70,85
green_area,36.276,29,49,62,51,77,74.948,68,84
green_area,45.148,34,84,69.065,56,98,86.515,77,111
green_area,42.247,30,55,63.339,48,76,78.454,69,90
green_area,34.699,25,60,57.868,47,80,75.264,68,94
green_area,34.606,22,49,56.146,43,66,71.584,60,81
green_area,38.229,30,52,60.28,50,72,77.602,70,87
green_area,50.017,31,110,97.788,64,133,73.667,58,117
green_area,41.779,29,59,68.5,55,85,76.922,68,87
green_area,38.962,30,59,62.801,52,78,81.267,73,95
green_area,48.914,26,102,90.516,52,111,72.009,53,95
green_area,41.312,28,68,61.108,48,80,78.187,69,94
green_area,49.26,30,96,77.453,56,102,78.647,64,104
green_area,51.915,33,135,80.084,57,156,82.969,67,167
green_area,30.365,21,50,52.428,41,72,65.29,57,78
green_area,34.861,26,49,59.167,50,70,68.275,60,75
green_area,32.815,19,78,56.056,38,84,60.184,49,86
green_area,26.515,17,41,46.688,32,68,57.761,49,70
green_area,40.355,30,62,62.383,50,78,81.391,74,94
green_area,44.489,35,79,68.343,58,98,87.129,79,112
green_area,43.513,33,88,67.979,55,100,84.458,76,116
green_area,31.093,23,61,54.755,43,82,66.781,59,90
green_area,37.993,28,54,57.894,50,77,70.685,63,83
green_area,42.24,33,50,66.484,57,77,84.564,77,91
green_area,35.341,25,49,61.842,50,79,78.126,68,89
green_area,35.945,27,69,57.578,48,85,72.346,65,98
green_area,36.181,23,69,61.407,43,88,75.94,66,95
green_area,36.101,28,71,59.682,51,86,69.779,62,93
green_area,36.041,28,44,60.602,51,74,75.097,67,82
green_area,35.625,28,45,61.462,51,74,70.947,64,78
green_area,41.995,33,61,65.68,55,81,80.902,72,95
green_area,37.801,24,60,66.194,50,86,75.085,63,93
green_area,29.542,20,60,51.406,39,77,60.136,52,85
green_area,38.247,29,128,64.468,55,134,70.624,63,125
green_area,34.359,24,85,59,48,91,70.606,60,97
green_area,31.013,21,47,55.095,41,70,66.051,57,78
green_area,42.278,32,75,65.745,54,94,84.23,75,108
green_area,34.245,25,65,60.417,49,82,75.016,66,92
green_area,42.507,32,80,69.488,58,97,81.425,72,107
green_area,43.747,36,64,65.75,57,81,83.845,77,99
green_area,47.328,40,79,75.222,66,92,86.097,79,101
green_area,37.116,29,67,57.935,49,85,78.048,71,99
green_area,39.07,26,65,60.946,48,78,77.554,68,94
green_area,37.909,25,110,60.849,48,103,70.191,62,107
green_area,42.857,33,68,74.17,62,93,76.934,68,92
green_area,35.153,23,52,59.469,45,76,74.716,64,86
green_area,44.466,35,84,73.208,61,101,80.883,74,104
green_area,36.38,26,62,57.453,46,77,76.463,70,93
green_area,30.918,22,76,54.484,43,91,66.877,59,98
green_area,39.511,29,69,60.911,50,79,78.928,69,95
green_area,38.764,31,59,57.865,51,76,70.775,63,84
green_area,39.007,27,53,63.383,49,79,76.027,66,87
green_area,35.277,23,94,57.835,44,111,73.507,63,121
green_area,29.459,19,58,50.086,38,76,63.537,55,86
green_area,38.649,27,66,60.746,47,84,78.697,69,96
green_area,32.822,24,41,57.861,46,67,68.075,59,75
green_area,43.268,35,66,68.328,59,84,82.885,77,98
green_area,34.305,27,59,61.513,51,86,71.912,64,89
green_area,41.876,30,81,66.046,52,94,80.319,71,102
green_area,40.227,29,77,64.188,52,95,75.826,66,101
green_area,36.804,27,45,80.883,64,91,72.939,64,80
green_area,38.311,27,99,65.008,52,108,74.785,65,113
green_area,41.256,35,110,66.971,58,119,79.753,73,128
green_area,34.673,27,46,59.304,49,73,73.848,66,84
green_area,31.883,23,48,55.436,45,72,65.707,58,76
green_area,34.744,27,46,60.106,51,72,73.952,67,83
green_area,33.432,23,56,57.413,46,75,68.427,60,83
green_area,37.182,20,96,58.554,42,99,73.53,62,108
green_area,29.56,19,64,50.62,37,83,61.786,52,87
green_area,39.123,32,61,67.924,60,82,76.415,68,90
green_area,43.894,29,66,69.789,53,88,89.554,79,101
green_area,42.29,32,69,66.255,60,93,79.016,71,97
green_area,41.099,33,105,65.559,56,111,81.137,74,119
green_area,36.727,30,47,59.541,52,70,77.104,71,86
green_area,34.941,27,63,64.165,55,86,70.655,62,92
green_area,37.106,26,85,60.278,48,98,76.662,67,107
green_area,36.182,28,62,58.361,49,78,70.718,63,85
green_area,33.781,26,43,57.905,50,71,73.705,66,82
green_area,39.464,28,52,66.445,54,80,81.954,72,92
green_area,38.228,31,48,61.483,54,75,78.801,70,86
green_area,39.835,29,126,63.052,53,132,77.429,69,132
green_area,36.444,25,80,60.879,49,94,69.193,60,97
green_area,45.03,36,68,68.722,58,90,87.358,79,103
green_area,41.892,33,50,66.511,57,76,84.906,77,91
green_area,36.857,29,59,59.612,51,77,69.839,64,86
green_area,46.451,34,58,85.156,71,99,81.135,70,92
green_area,41.199,29,64,62.21,49,76,78.179,68,93
green_area,31.134,20,62,53.657,39,81,65.777,54,88
green_area,45.087,36,150,71.295,62,158,82.926,76,160
green_area,39.554,24,70,63.801,44,84,76.269,65,92
green_area,32.321,20,44,57.907,45,73,68.853,59,77
green_area,35.16,24,59,58.599,44,78,74.929,65,93
green_area,50.243,34,101,71.238,56,100,87.584,77,112
green_area,52.978,35,91,77.903,56,100,83.282,67,107
green_area,28.406,19,73,49.575,38,92,59.854,52,88
green_area,41.381,28,101,67.495,50,112,76.16,64,116
green_area,36.259,24,49,61.876,48,75,79.017,70,87
green_area,41.176,33,54,63.066,53,74,80.762,74,90
green_area,37.962,26,106,66.23,54,118,76.537,66,119
green_area,47.276,33,92,93.958,65,111,73.378,61,96
green_area,43.2,32,69,63.833,52,82,81.025,71,95
green_area,40.185,32,59,62.315,53,82,77.657,70,93
green_area,37.728,29,52,64.608,53,78,74.344,65,84
green_area,44.111,33,79,76.579,59,94,77.856,66,96
green_area,39.821,29,60,61.274,49,87,78.27,70,96
green_area,32.069,20,108,56.545,41,118,68.466,57,129
green_area,30.395,22,50,54.213,43,75,66.96,59,82
green_area,41.327,29,94,64.007,54,95,75.228,68,102
green_area,36.464,23,84,59.281,43,99,75.172,63,109
green_area,37.354,27,74,65.293,49,94,69.53,60,94
green_area,35.425,26,53,61.002,48,75,71.829,62,86
green_area,33.126,20,74,55.348,42,91,65.502,56,98
green_area,45.042,28,94,67.262,52,106,80.222,69,114
green_area,47.86,38,191,77.917,68,185,81.854,71,169
green_area,34.183,24,69,58.593,45,90,75.166,64,99
green_area,45.067,34,76,65.18,57,90,79.512,72,103
green_area,35.742,30,60,63.362,57,85,74.874,69,92
green_area,30.625,20,51,52.058,40,66,59.657,51,73
green_area,35.602,28,45,60.824,53,72,71.264,63,79
green_area,38.372,30,56,64.949,54,82,76.88,69,91
green_area,33.442,22,62,56.022,42,86,73.173,63,98
green_area,33.052,21,69,53.045,42,77,68.947,58,90
green_area,36.001,25,74,60.625,47,90,79.415,70,105
green_area,26.054,17,61,46.571,34,80,57.098,50,87
green_area,36.554,27,45,65.223,52,77,74.565,66,82
green_area,35.186,27,44,60.123,51,71,74.305,66,83
green_area,41.473,30,63,67.78,53,83,76.702,68,85
green_area,51.374,33,108,90.01,64,125,74.671,60,107
green_area,33.863,24,46,57.769,44,75,77.019,69,86
green_area,38.601,28,61,79.2,65,92,73.746,64,90
green_area,32.179,22,67,54.007,41,87,68.56,59,98
green_area,41.291,32,66,65.394,57,84,80.487,73,98
green_area,41.885,32,61,63.417,53,79,80.704,72,93
green_area,30.721,20,46,53.707,43,68,66.414,57,78
green_area,39.316,32,47,65.875,58,77,80.688,74,87
green_area,43.873,30,100,77.773,59,107,77.096,65,101
green_area,35.66,26,84,57.028,47,102,72.082,64,114
green_area,31.154,20,58,53.473,41,78,66.003,56,86
green_area,47.114,35,101,68.016,58,113,75.664,66,122
green_area,36.766,27,53,64.58,48,76,78.622,70,90
green_area,41.805,35,48,67.953,59,75,82.681,76,88
green_area,38.825,25,131,65.15,49,130,70.864,59,126
green_area,31.706,20,44,55.687,42,71,67.429,56,78
green_area,35.132,24,73,59.29,44,86,72.683,64,91
green_area,35.406,24,112,60.542,42,108,69.746,59,111
green_area,34.539,27,46,59.046,49,70,73.561,66,82
green_area,42.656,34,52,67.953,56,76,85.483,77,93
green_area,33.441,21,90,58.035,39,100,62.021,52,100
green_area,35.688,24,71,62.518,48,91,78.578,69,102
green_area,48.736,39,59,71.976,61,84,90.831,82,100
green_area,40.148,30,81,63.811,53,97,78.725,71,112
green_area,35.414,24,130,59.545,47,118,68.941,58,119
green_area,53.681,33,114,78.615,57,124,79.357,67,126
green_area,35.611,28,46,64.936,56,75,71.124,64,79
green_area,41.663,29,95,74.395,54,113,75.043,64,115
green_area,41.164,29,113,63.816,53,109,73.218,66,110
green_area,40.65,30,60,61.168,50,74,78.282,70,89
green_area,35.193,24,77,59.301,44,83,65.042,55,87
green_area,38.055,28,72,61.978,51,87,75.942,67,97
green_area,41.163,33,60,62.993,54,78,82.375,76,93
green_area,40.018,27,99,62.246,50,108,77.617,67,118
green_area,30.582,20,63,53.85,43,81,66.527,56,93
green_area,41.506,29,78,61.582,49,89,70.909,62,95
green_area,46.94,30,68,83.693,60,100,81.287,65,96
green_area,37.457,25,60,60.821,47,80,76.735,68,93
green_area,38.49,28,163,58.649,48,145,68.828,59,133
green_area,33.08,20,71,56.014,41,92,67.021,56,96
green_area,34.994,28,50,63.82,54,78,74.796,67,85
green_area,42.624,31,89,62.853,52,101,73.244,64,104
green_area,36.782,26,71,63.546,51,94,77.103,68,102
green_area,34.993,23,72,61.565,45,88,65.67,57,88
green_area,39.613,27,72,63.364,50,89,78.229,68,101
green_area,40.406,31,53,67.753,56,82,81.958,73,92
green_area,36.984,30,90,60.492,52,88,71.737,65,95
green_area,34.335,26,102,61.023,52,120,70.073,61,124
green_area,42.784,33,70,67.517,58,87,79.702,73,94
green_area,35.217,26,86,62.801,52,110,69.818,62,110
green_area,34.15,24,91,59.341,48,98,69.685,60,103
green_area,43.156,32,75,62.59,53,85,71.582,63,94
green_area,39.925,32,68,67.719,57,86,79.701,71,98
green_area,47.811,34,71,69.921,56,83,85.771,76,97
green_area,36.073,22,125,63.739,45,139,67.101,56,140
green_area,37.741,29,55,59.2,49,72,78.562,72,88
